atletas.slug,atletas.atleta_id,atletas.rodada_id,atletas.clube_id,atletas.posicao_id,atletas.status_id,atletas.pontos_num,atletas.preco_num,atletas.variacao_num,atletas.media_num,atletas.clube.id.full.name,CA,FC,FD,FF,FS,G,I,PE,RB,DD,GS,SG,A,FT,DP,GC,PP,CV
derley,60791,3,356,mei,Nulo,0,5,0,0,Fortaleza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
carlinhos,63194,3,356,lat,Provável,4.9,5.06,0.89,2.63,Fortaleza,1,4,NA,3,4,NA,NA,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
ederson,73446,3,356,ata,Contundido,0,6,0,0,Fortaleza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lucas-silva,98515,3,262,ata,Nulo,2.2,2,0.55,1.1,Flamengo,NA,NA,NA,NA,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
paulo-roberto,69047,3,356,mei,Nulo,0,5.19,0,2.1,Fortaleza,NA,4,NA,1,6,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
edinho,80193,3,356,mei,Nulo,2.1,8.51,-0.66,4.77,Fortaleza,1,1,3,3,5,1,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
felipe-alves,72372,3,356,gol,Provável,7,9.05,1.7,4.9,Fortaleza,NA,NA,NA,NA,NA,NA,NA,1,NA,9,6,NA,NA,NA,NA,NA,NA,NA
igor-vinicius,95466,3,276,lat,Provável,0,7.65,0,3.2,São Paulo,NA,5,NA,2,1,NA,NA,4,2,NA,NA,1,1,NA,NA,NA,NA,1
romero,79109,3,356,mei,Nulo,0,4,0,0,Fortaleza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tinga,82628,3,356,lat,Provável,1.9,0.73,0.04,-0.2,Fortaleza,NA,3,NA,NA,1,NA,NA,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
gabriel-batista,98333,3,262,gol,Nulo,0,4,0,0,Flamengo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
everton,50301,3,276,mei,Dúvida,1.6,9.07,-0.55,2.37,São Paulo,NA,5,2,NA,3,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
brenner,99789,3,276,ata,Nulo,0,2.17,0,0,São Paulo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
igor-gomes,100084,3,276,mei,Nulo,0,1.46,0,1.1,São Paulo,NA,1,NA,NA,2,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
jonatan-gomez,94857,3,276,mei,Nulo,0,3,0,0,São Paulo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gonzalo-carneiro,101796,3,276,ata,Suspenso,0,5,0,0,São Paulo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
liziero,100761,3,276,mei,Provável,4.5,5.15,0.15,4.5,São Paulo,NA,2,1,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
lucas-kal,95662,3,276,zag,Nulo,0,1,0,0,São Paulo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diego-tavares,83869,3,356,lat,Contundido,0,3,0,0,Fortaleza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lucas-paes,101837,3,276,gol,Nulo,0,2,0,0,São Paulo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
toro,101885,3,276,ata,Provável,1,5.69,-0.75,4.23,São Paulo,NA,3,NA,2,5,1,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
dodo,84927,3,356,mei,Nulo,0,3.63,-1.37,0,Fortaleza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
romarinho,84523,3,356,ata,Provável,4.5,3.7,0.7,4.5,Fortaleza,NA,1,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
bruno-melo,84339,3,356,lat,Nulo,0,4,0,0,Fortaleza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
luan,102909,3,276,mei,Contundido,0,5,0,0,São Paulo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
helinho,102598,3,276,ata,Nulo,-0.5,4.18,-1.82,-0.5,São Paulo,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
max-walef,84338,3,356,gol,Nulo,0,1,0,0,Fortaleza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
antony,103455,3,276,ata,Provável,3.3,12.53,-0.59,6.97,São Paulo,NA,NA,1,2,9,NA,NA,8,2,NA,NA,NA,2,1,NA,NA,NA,NA
gabriel-dias,88368,3,356,mei,Nulo,0,2.71,0,0.6,Fortaleza,1,4,NA,NA,2,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
rodrigo-freitas,103261,3,276,zag,Nulo,0,2,0,0,São Paulo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lincoln,100065,3,262,ata,Nulo,0.1,2.09,-0.3,0.3,Flamengo,1,1,NA,1,5,NA,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
breno,50408,3,267,zag,Contundido,0,6,0,0,Vasco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
walce,104074,3,276,zag,Nulo,0,1.45,-0.55,0,São Paulo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kleber,100126,3,262,lat,Nulo,0,2,0,0,Flamengo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vitor-gabriel,101596,3,262,ata,Nulo,0,2,0,0,Flamengo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
marcinho,95332,3,290,mei,Nulo,0,3.05,0,-0.6,Goiás,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hugo-moura,101594,3,262,mei,Nulo,6.6,4.41,1.41,6.6,Flamengo,NA,1,NA,NA,NA,NA,NA,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA
giovanni-augusto,68938,3,290,mei,Suspenso,-2.3,3.31,-1.49,0.5,Goiás,NA,4,1,NA,5,NA,NA,14,6,NA,NA,NA,NA,NA,NA,NA,NA,1
matheus-dantas,101592,3,262,zag,Nulo,-0.6,1.25,-0.75,-0.6,Flamengo,NA,NA,NA,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
thuler,100125,3,262,zag,Nulo,-2,2.23,-1.77,-2,Flamengo,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bruno-cesar,52558,3,267,mei,Nulo,0.5,8.92,-1.14,4,Vasco,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
maxi-lopez,68800,3,267,ata,Provável,5.6,6.9,0.81,3.9,Vasco,NA,9,NA,NA,2,2,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
junior,103662,3,276,gol,Nulo,0,1,0,0,São Paulo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ramon,68896,3,267,lat,Contundido,0,5,0,0,Vasco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
reinier,105068,3,262,mei,Nulo,0,3,0,0,Flamengo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fellipe-bastos,70116,3,267,mei,Nulo,0,4.47,0,5.3,Vasco,NA,1,NA,2,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
fernando-miguel,71571,3,267,gol,Nulo,0,8,0,0,Vasco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vinicius,105199,3,262,mei,Nulo,0,2,0,0,Flamengo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sidao,70222,3,267,gol,Provável,-2.3,3.58,-2.42,-2.3,Vasco,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
marcos-felipe,85004,3,266,gol,Nulo,0,2,0,0,Fluminense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bill,105272,3,262,ata,Nulo,0,1,0,0,Flamengo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
marlon,88427,3,356,mei,Nulo,0,4.49,0,2,Fortaleza,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
raul-caceres,71680,3,267,lat,Nulo,0,3.12,0,-1.5,Vasco,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
agenor,71724,3,266,gol,Nulo,0,3,0,0,Fluminense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
felipe,91733,3,356,mei,Nulo,0,6.52,0,5.4,Fortaleza,NA,2,1,NA,2,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
rodolfo,63082,3,266,gol,Provável,-5.6,2.91,-2.99,0.13,Fluminense,NA,NA,NA,NA,NA,NA,NA,2,NA,5,7,NA,NA,NA,NA,NA,NA,NA
fabio-sanches,71604,3,290,zag,Nulo,0,3,0,0,Goiás,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
araruna,95660,3,356,mei,Provável,2.5,4.11,0.32,1.45,Fortaleza,1,1,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
diego-ferreira,91783,3,356,lat,Nulo,0,4,0,0,Fortaleza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ezequiel,80318,3,265,lat,Nulo,0,4,0,0,Bahia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
patrick,91914,3,356,zag,Nulo,0,4,0,0,Fortaleza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
geovane,71667,3,290,mei,Provável,1.4,3.72,0.13,1.6,Goiás,NA,7,NA,1,NA,NA,NA,15,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
quintero,96382,3,356,zag,Provável,1.1,2.22,0.08,0.17,Fortaleza,NA,1,NA,NA,2,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
yago,77500,3,290,zag,Provável,0,2.23,-0.26,0.07,Goiás,1,2,NA,NA,NA,NA,NA,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
matheus-alessandro,97527,3,356,ata,Nulo,0,3,0,0,Fortaleza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gilberto,73789,3,290,mei,Nulo,0,3,0,0,Goiás,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gustavo-coutinho,104362,3,356,ata,Nulo,0,1,0,0,Fortaleza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
junior-santos,101002,3,356,ata,Provável,4.9,5.94,0.82,3.03,Fortaleza,NA,4,3,5,2,NA,1,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
joao-afonso,78458,3,290,mei,Nulo,0,4,0,0,Goiás,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
marcinho,90458,3,356,ata,Nulo,-0.3,3.8,-0.92,2.07,Fortaleza,1,2,1,NA,2,NA,2,5,3,NA,NA,NA,1,NA,NA,NA,NA,NA
thiago-galhardo,71844,3,354,mei,Nulo,0,7,0,0,Ceará,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
marcos,78495,3,290,gol,Nulo,0,3,0,0,Goiás,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
talison,105173,3,356,lat,Nulo,0,1,0,0,Fortaleza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nathan,102607,3,356,zag,Provável,1.7,2.75,-0.25,1.7,Fortaleza,NA,1,NA,NA,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
brenner,80080,3,290,ata,Nulo,0,6,0,0,Goiás,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
claudio-winck,74074,3,267,lat,Provável,0.1,4.01,-0.71,2.15,Vasco,1,2,NA,2,NA,NA,NA,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
marlone,80944,3,290,mei,Nulo,1,5.42,-1.58,1,Goiás,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
marcelo-hermes,82639,3,290,lat,Provável,0,3.14,0,-1.1,Goiás,NA,2,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
caique-sa,87437,3,290,lat,Nulo,0,4,0,0,Goiás,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
renatinho,80395,3,290,mei,Provável,0.5,2.69,-0.78,0.25,Goiás,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rafinha,84381,3,290,mei,Nulo,0,4,0,0,Goiás,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rossi,81798,3,267,ata,Provável,2.2,4.5,0.16,1.1,Vasco,NA,2,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
matheus-alves,91712,3,290,gol,Nulo,0,1,0,0,Goiás,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oswaldo-henriquez,81241,3,267,zag,Nulo,0,3,0,0,Vasco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
luiz-gustavo,80573,3,267,zag,Provável,-0.1,2.87,-1.13,-0.1,Vasco,NA,1,NA,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
marcelo-rangel,82730,3,290,gol,Contundido,0,4,0,0,Goiás,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vinicius-araujo,82767,3,267,ata,Contundido,0,2,0,0,Vasco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
leo-sena,90572,3,290,mei,Provável,8,6.03,2.23,3.93,Goiás,1,3,NA,NA,9,NA,NA,14,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
daniel-guedes,88225,3,290,lat,Provável,3.1,4.35,0.57,0.9,Goiás,NA,6,NA,1,2,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
leandro-barcia,91242,3,290,ata,Provável,0.6,6.09,-0.86,3.53,Goiás,1,4,1,4,5,1,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
david-duarte,91772,3,290,zag,Provável,1.4,8.35,-0.48,3.53,Goiás,NA,NA,NA,1,NA,NA,NA,4,4,NA,NA,1,NA,NA,NA,NA,NA,NA
kevin,91888,3,290,lat,Nulo,0,7.49,0,4.6,Goiás,NA,NA,NA,1,2,NA,NA,7,3,NA,NA,1,NA,NA,NA,NA,NA,NA
bruno-silva,83626,3,267,mei,Nulo,0,3,0,0,Vasco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
danilo-barcelos,84382,3,267,lat,Provável,-0.1,4.88,-1.36,0.95,Vasco,NA,6,NA,1,1,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
giovanny,92085,3,290,ata,Nulo,0,2,0,0,Goiás,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
loyola,94680,3,290,lat,Nulo,0,2,0,0,Goiás,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
junior-brandao,93909,3,290,ata,Nulo,0.8,2.53,-0.06,0.05,Goiás,1,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
michael,99392,3,290,ata,Provável,8.2,4.9,2.38,2.6,Goiás,NA,1,1,NA,4,1,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
thalles,95222,3,290,mei,Nulo,0,2,0,0,Goiás,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
figueira,102565,3,290,mei,Nulo,0,1,0,0,Goiás,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ratinho,101841,3,290,mei,Nulo,0,2,0,0,Goiás,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jefferson,95220,3,290,lat,Nulo,3.3,9.35,0.13,5.27,Goiás,NA,1,1,2,2,NA,NA,5,6,NA,NA,1,NA,NA,NA,NA,NA,NA
